track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,Hit_or_Flop,Era,id
It ain't necessarily so,Franco D'Andrea,spotify:track:6vXhzjRcH6HgHQtx0gePtB,0.388,0.134,0,-22.723,0,0.0419,0.976,0.902,0.203,0.0398,117.824,416680,3,40.76167,20,0,70s,9951
The Beast - Digitally Remastered 95,Milt Buckner,spotify:track:1PSLlFx0wZ8nTKmKdAjvFK,0.809,0.471,10,-12.647,0,0.106,0.132,0.801,0.0917,0.665,97.223,152960,4,30.12469,9,0,90s,28104
Love Is A Rock,REO Speedwagon,spotify:track:7JLFGPUo8ytYKPkOY9XSsU,0.562,0.832,0,-9.279,1,0.0368,0.217,1.32e-06,0.0505,0.443,106.033,336467,4,21.53015,10,1,90s,23893
You Do Something to Me - Remastered,Sonny Rollins,spotify:track:0HQWwFTh58MJ7DHKaD4DZO,0.579,0.161,7,-18.215,1,0.0579,0.445,0.00439,0.123,0.231,76.302,411867,4,47.9373,16,0,60s,1561
"Keyboard Concerto in F Major, Op. 13, No. 3, W. C64: Concerto Rondo for Organ and strings in F Major, Op. 17, No. 3",Johann Christian Bach,spotify:track:3fmpPguU9qjj0B21wwRUUp,0.166,0.0965,5,-21.779,1,0.0388,0.95,0.88,0.111,0.314,183.627,353600,3,41.29583,19,0,00s,32909
Slipping Away,Dave Edmunds,spotify:track:6My1PfmDeYo8jr5c1Bzhjm,0.583,0.924,2,-8.277,1,0.0314,0.042,0.00531,0.355,0.817,130.335,260827,4,121.77029,8,1,80s,18052
Don't Ask Me Why,Eurythmics,spotify:track:37rzKhbiTGE1gw2GlXYp3a,0.684,0.784,7,-5.365,1,0.0271,0.164,5.8e-05,0.186,0.775,119.04,262800,4,50.693,12,1,80s,17851
Samba de Verao (Summer Samba),Ana Caram,spotify:track:4fN1qadnW2jCz7epsNElKa,0.641,0.185,6,-20.846,0,0.0561,0.971,0.000279,0.0945,0.602,129.275,205467,4,30.84791,11,0,90s,27866
Tal Coat - Remastered 2004,Brian Eno,spotify:track:33xP7dQigSmT5apPCcDVBE,0.26,0.176,5,-21.547,1,0.0551,0.752,0.857,0.0749,0.0386,120.418,327907,5,42.6312,19,0,80s,17065
Meeting Susannah,Francis Lai,spotify:track:1uwihaJWv5oobyNFqUSyz2,0.519,0.225,9,-19.089,0,0.0407,0.853,0.896,0.0889,0.501,121.521,139080,5,84.20996,4,0,60s,3375
Metal Liquor,GONZO,spotify:track:5ZcyAEfkEXxijYw369aPt2,0.528,0.765,11,-7.566,1,0.138,0.0358,0.0158,0.0949,0.467,171.359,243413,4,44.52753,9,0,10s,40908
I Only Have Eyes For You,The Lettermen,spotify:track:0PrXe1sVQoYMeP70ZjEyP1,0.455,0.274,4,-14.806,1,0.0266,0.708,0.00454,0.121,0.328,90.834,153733,4,38.31476,6,1,60s,1321
Ungena Za Ulimwengu (Unite The World),The Temptations,spotify:track:4RZDkiQIOa6D4EY5QfRCfY,0.67,0.751,7,-9.528,0,0.0433,0.35,1.48e-06,0.404,0.917,121.426,268973,4,80.0358,10,1,70s,16020
One More Dance - Live,Harry Belafonte,spotify:track:3prwJlAVklCpIdi3d5Sks8,0.438,0.101,1,-17.848,1,0.4,0.914,0.0,0.7,0.561,173.177,229009,5,78.70771,8,0,60s,2518
Chante pour la lumiere,Boytronic,spotify:track:4HCDC5Rk8Mi51soK34GZL6,0.572,0.281,6,-18.66,1,0.03,0.687,0.000102,0.243,0.438,120.917,249400,4,32.58928,12,0,80s,21258
Let There Be Music,Orleans,spotify:track:007ORKgtPNwbGsB0cp4hVS,0.538,0.782,9,-10.403,1,0.0337,0.00738,0.000564,0.0779,0.807,136.471,244440,4,29.75608,11,1,70s,11110
"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",Amelinha,spotify:track:7tFMXpwIqQTeCpbPjNpM6H,0.477,0.437,5,-12.441,1,0.0406,0.46,0.0,0.0962,0.248,103.162,355760,4,17.49594,15,0,80s,22098
Diamond Joe,Harry Belafonte,spotify:track:6hkrc3gmui0nrIg716j2dM,0.524,0.163,4,-14.022,1,0.0572,0.935,0.0,0.0871,0.369,106.829,223307,4,25.58826,12,0,60s,5154
He Sentido Amor - Corazón Tun Tun,Grupo Los Kiero de Edgar Zacary,spotify:track:0WcFkMy9QR5mNBlJSuCT1j,0.598,0.78,4,-5.689,0,0.051,0.00937,0.0417,0.105,0.832,184.003,306133,4,37.31156,15,0,10s,36301
If I Needed You,Doc & Merle Watson,spotify:track:5FrFLxrFJOaAizts8QIkYW,0.601,0.386,11,-12.108,1,0.0324,0.884,0.00763,0.231,0.587,91.608,156013,4,50.67862,5,0,70s,8862
Jack the Bear,Duke Ellington,spotify:track:2Sg3qUH02hlzKchItbq389,0.533,0.28,1,-12.809,1,0.0653,0.466,9.83e-05,0.344,0.61,78.352,199413,4,49.66181,7,0,10s,37570
I Wanna Be Your Dog (Alternate Vocal) - 2019 Remaster,The Stooges,spotify:track:36Qw8xt2A8Qmhj6uwaTBBq,0.512,0.884,4,-6.683,0,0.0381,0.00545,0.26,0.352,0.111,120.972,207947,4,77.39833,5,0,60s,8073
Love Is All Around,The Troggs,spotify:track:4B1hkaaSxyxh47Nr3nCa2B,0.457,0.492,2,-8.104,1,0.0291,0.432,0.00106,0.0996,0.691,98.921,177667,4,52.62097,7,1,60s,5019
Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,spotify:track:4rJn0Bgx9w9Z1chKR3MHpn,0.688,0.78,3,-7.717,0,0.132,0.651,0.0,0.148,0.907,121.689,345480,4,20.84554,18,0,80s,18636
Everybody Be Dancin',Starbuck,spotify:track:5kEaW0jiXbDJ08N01VAQX0,0.764,0.716,0,-5.975,1,0.036,0.748,0.00019,0.124,0.966,129.639,226867,4,45.38268,12,1,70s,13947
We Still In This B****,B.o.B Featuring T.I. & Juicy J,spotify:track:63ZKUKbwb6Zozlk8LJCiPB,0.691,0.793,1,-3.506,1,0.131,0.0131,0.0,0.112,0.398,140.011,247494,4,24.23497,14,1,10s,39778
Samba De Uma Nota So,Stan Getz,spotify:track:2mthPAjLcPDIU4zWcEe0g2,0.706,0.242,0,-18.366,1,0.106,0.767,0.038,0.133,0.622,77.0,370987,4,60.44961,14,0,80s,22235
The Unanswered Question,Charles Ives,spotify:track:1NDVVbYj6YWkPbW5OpnCV4,0.169,0.00183,0,-39.286,1,0.0475,0.293,0.836,0.117,0.04,122.417,341893,3,38.99331,18,0,10s,39627
El mundo que nos rodea,José Guardiola,spotify:track:7GKOXxgGfVGbS89bYyTYZI,0.439,0.237,10,-11.582,1,0.0319,0.742,0.0,0.0834,0.275,95.831,163467,4,72.79821,6,0,80s,17337
Walk On The Wild Side (Jazz),Elmer Bernstein,spotify:track:72AsdzA3o4evyUjOMw4Bw8,0.542,0.345,5,-15.419,1,0.0282,0.616,0.86,0.299,0.902,71.473,140069,4,20.79592,7,0,60s,8451
Stuck With You,Huey Lewis & The News,spotify:track:2cFl7utlqyZjCXN1G5nRvA,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,269573,4,58.02557,10,1,80s,21095
Wishing On A Star,The Cover Girls,spotify:track:7EE5va6hu88TSdtbXrEl0J,0.353,0.544,5,-10.812,0,0.0331,0.581,9.95e-05,0.0835,0.48,88.898,281200,4,18.40205,12,1,90s,27163
The Piano : The Heart Asks Pleasure First,Michael Nyman,spotify:track:2f1Vk3vWepObCEdFrNNeVL,0.149,0.119,9,-26.498,0,0.0505,0.992,0.894,0.105,0.193,182.467,135360,3,30.32197,5,0,10s,40188
Friedrich,Alexandre Desplat,spotify:track:3sE4adHw0IVl0QqIzCzIpL,0.438,0.227,10,-20.179,0,0.0361,0.901,0.357,0.112,0.0744,104.125,92600,4,37.50934,4,0,10s,36033
Smoke,A Thousand Horses,spotify:track:0ZUnRmGiWEypcw14WjW109,0.433,0.776,7,-5.53,1,0.029,0.0349,0.00023,0.387,0.424,149.641,219080,4,26.19583,12,1,10s,39280
Take Me For A Little While,Vanilla Fudge,spotify:track:2AXigUpz4ycfVS550RH8wI,0.301,0.416,10,-16.015,1,0.0348,0.0296,0.0,0.329,0.517,89.081,235133,4,93.14226,10,1,60s,5949
"Kitchen, Surgery, Face Off",Danny Elfman,spotify:track:0WD4mYaI8pjW595Jl8jYKp,0.0737,0.0698,9,-25.486,0,0.0392,0.876,0.742,0.0606,0.0358,178.733,189173,3,45.2466,10,0,80s,20584
For The Love Of You,Jordan Hill,spotify:track:3sdABmOo4JklRUxpE802s7,0.66,0.843,8,-5.713,1,0.0305,0.236,1.03e-06,0.149,0.566,93.01,276400,4,43.57898,11,1,90s,26047
Wishing You Were Here,Chicago,spotify:track:5hxPho3IcyDVhzzwfQ47Xz,0.436,0.354,2,-16.176,0,0.0374,0.712,0.0165,0.211,0.397,136.625,276693,4,35.71209,11,1,70s,15580
Fade To Black,Apoptygma Berzerk,spotify:track:0XrMaMIwibOjhxw7bNpjOM,0.501,0.958,7,-5.64,1,0.0444,0.00133,0.616,0.0888,0.426,131.986,300747,4,44.59071,10,0,10s,35693
Black Metal United & Strong,Paragon Belial,spotify:track:1rwjOVbOKoCJOBDPOXUhmS,0.0932,0.918,2,-6.301,1,0.0995,0.0,0.439,0.248,0.259,178.255,159987,4,20.92681,11,0,00s,32457
Love,Musiq Soulchild,spotify:track:6uSa5iCMwPr10Ftpz8w09b,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.739,304667,4,58.36601,11,1,00s,30415
Annie: You're Never Fully Dressed Without a Smile,Charles Strouse,spotify:track:4JnnwxyYZ6OdYRQSqR9QZR,0.609,0.309,8,-12.515,1,0.09,0.922,4.73e-05,0.0929,0.573,138.646,186600,4,22.27695,9,0,70s,16389
Got To Have You Back,The Isley Brothers,spotify:track:4IjpmyTLiaNIffjkax72mE,0.731,0.449,6,-15.3,1,0.04,0.276,3.53e-06,0.122,0.86,125.861,172760,4,30.03777,10,1,60s,2455
The Final Fantasy,Lalu,spotify:track:1jz3p2iBOyMZK5xnHUFimF,0.336,0.921,5,-6.18,0,0.0753,0.000361,0.0125,0.0723,0.331,134.999,897987,3,28.8967,38,0,00s,31138
Sajna Kahe Bhool Gaye,Bally Sagoo,spotify:track:4ipZ93m574AVSM4wvINu2t,0.721,0.694,11,-7.754,0,0.147,0.0123,0.000244,0.205,0.523,80.953,331387,4,43.68434,12,0,00s,33561
But Mostly Metal,Toehider,spotify:track:3zeSMQQJAYfdfp0S418naw,0.342,0.993,2,-2.897,1,0.331,0.0199,0.0,0.104,0.0941,198.574,240080,4,38.9769,13,0,10s,38033
Master Key,Harold Burrage,spotify:track:3JaXhR6XTnGpR4nZPmYbUy,0.537,0.436,0,-12.039,0,0.0346,0.351,1.8e-05,0.194,0.632,109.543,175493,4,34.77753,9,0,10s,38971
Happy-Go-Lucky-Me,Paul Evans,spotify:track:6jZxxO0ZNb8fakRXryav4y,0.717,0.545,9,-10.97,1,0.048,0.809,0.0554,0.243,0.962,93.888,117253,4,56.49546,5,1,60s,3906
A Man I'll Never Be,Boston,spotify:track:0bjKbwEvZfU5epyZ3aZm1y,0.418,0.587,0,-9.607,1,0.0272,0.0559,6.82e-06,0.0548,0.486,106.665,396173,4,36.29333,16,1,70s,14600
I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,spotify:track:6HMHgBHdLBQ0QYIaOp2gse,0.492,0.698,1,-5.606,1,0.171,0.0524,0.0,0.428,0.288,139.953,209707,4,26.61442,10,1,10s,40064
"Serenade for Strings in C Major, Op. 48, TH 48: III. Elegy",Pyotr Ilyich Tchaikovsky,spotify:track:7zuAY2PjlvZ0GU5hfAsY6T,0.115,0.123,2,-20.353,1,0.0439,0.913,0.658,0.696,0.0394,153.688,649240,3,15.7296,38,0,60s,1772
Don't Let Him Know,Prism,spotify:track:3e4wV57WXUDyKU09DuvL30,0.554,0.636,1,-7.981,0,0.0325,0.0548,3.62e-05,0.112,0.763,126.111,188600,4,31.60213,9,1,80s,22475
Cock In My Pocket - Remastered 1976 album,The Stooges,spotify:track:5LVH6rKtmn5fGNCqFM2agk,0.387,0.631,9,-15.145,1,0.0672,0.114,0.000593,0.419,0.591,174.413,247893,4,46.80306,8,0,70s,14268
In My Arms,Erasure,spotify:track:0XQ2zh1QCQm9pjBLve6BFT,0.591,0.911,2,-5.65,1,0.0407,0.122,0.000575,0.391,0.438,99.992,216200,4,41.58986,8,1,90s,25319
It's Time To Cry,Paul Anka,spotify:track:6dAqyQn8GS2RYRqyP5eKTp,0.311,0.314,3,-12.81,1,0.0325,0.731,0.0,0.335,0.565,109.983,145467,3,42.24939,8,1,60s,4984
Ishq Wala Love,Vishal-Shekhar,spotify:track:1hQia6rxgfM1ly2hE3StWp,0.711,0.295,0,-12.377,0,0.0334,0.533,4.8e-05,0.0782,0.694,135.048,257973,4,52.03765,12,0,10s,40402
You Should Be Mine (The Woo Woo Song),Jeffrey Osborne,spotify:track:2SfuAy85nKuB71LCLZFDPk,0.725,0.648,0,-10.968,1,0.0384,0.675,0.000463,0.0943,0.853,88.907,266507,4,25.36936,15,1,80s,17327
Victoria,The Kinks,spotify:track:34UnzNK51PfiYFrEgc9lrD,0.48,0.851,7,-3.931,1,0.0337,0.0772,0.00787,0.0772,0.768,141.82,220053,4,20.96486,11,1,70s,13969
Loop Tape (feat. Moka Only & Itchy Ron),Pigeon Hole,spotify:track:7mm7GOsaD8jJhfJBvH7olK,0.624,0.867,2,-4.608,1,0.298,0.0546,0.0,0.108,0.69,144.011,255640,4,27.23468,13,0,10s,38633
Não Existe Pecado Ao Sul do Equador - Ao Vivo,MPB4,spotify:track:7ePmO9AkUmSoJiEHJJ2UgM,0.611,0.708,11,-8.815,1,0.0319,0.991,0.751,0.793,0.961,150.381,127187,4,24.84138,7,0,70s,13902
Everybody,Keith Urban,spotify:track:6KCa9qGpQ8eCjjFDFwF1r6,0.417,0.488,2,-7.029,1,0.0292,0.0423,0.0,0.0959,0.206,188.209,237173,4,28.05318,11,1,00s,33041
free (at ease),fantompower,spotify:track:2IFvyJC5l60NaaCjlFmg8A,0.533,0.246,9,-16.585,1,0.0466,0.907,0.894,0.112,0.0886,87.016,145402,4,55.96276,6,0,10s,39493
Living Inside Myself,Gino Vannelli,spotify:track:6IAh4MjV3GRkvIHrCbUFWY,0.409,0.428,11,-13.195,1,0.0412,0.462,8.22e-05,0.0687,0.04,119.941,263227,4,43.18893,9,1,80s,18119
You're Gonna Need Me,Barbara Lynn,spotify:track:0XMO5f7ltVvFGI8DKlf01l,0.648,0.328,4,-7.151,0,0.0288,0.587,1.05e-06,0.0436,0.229,87.587,156987,3,60.06033,6,1,60s,1792
Big Star,Kenny Chesney,spotify:track:6BJOQ94yeGXYwuR6X9QO1N,0.655,0.807,0,-7.674,1,0.0309,0.0056,2.42e-05,0.159,0.73,120.781,239560,4,16.96227,11,1,00s,29196
Homo Delphinus,Éric Serra,spotify:track:5dIvDCjNCVaKJOX6y5mNr8,0.199,0.138,1,-14.918,1,0.0317,0.243,0.616,0.14,0.0367,87.714,489547,4,29.79501,22,0,80s,17506
Ayla (ASOT 840) [Trending Track] - Ben Nicky & Luke Bond Remix,Ayla,spotify:track:01x0guAx4CrCbmREr1Qzgs,0.596,0.886,9,-10.159,0,0.0325,0.0152,0.468,0.615,0.402,135.004,213328,4,32.225,10,0,10s,37214
Say Amen (Saturday Night),Panic! At The Disco,spotify:track:76vMKwFtdDDCLcM6zXybjB,0.491,0.867,6,-2.313,0,0.103,0.167,0.0,0.458,0.602,167.965,189187,4,60.97933,9,1,10s,38443
"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,spotify:track:2ouFIPC3O1HNBcVTw1d9AN,0.523,0.803,1,-6.321,0,0.0791,0.107,0.000409,0.154,0.921,91.469,329467,4,31.5692,15,1,70s,12359
Vas a Llorar,Vicente Fernández,spotify:track:4saXbAXjAGfKiH5yJBCSai,0.395,0.421,9,-8.417,1,0.0326,0.766,0.000184,0.102,0.62,142.308,180973,3,25.26129,11,0,60s,2214
Ghetto Story Chapter 2,Cham Featuring Alicia Keys,spotify:track:4lhwhaW9bTJ3GdSyEP8mah,0.623,0.642,2,-5.28,1,0.301,0.357,0.0,0.227,0.675,103.239,285480,5,23.73989,12,1,00s,31043
Babykiller,Devourment,spotify:track:7AlOgKqSdWZv0kal6yv94m,0.346,0.99,2,-3.542,1,0.154,0.023,0.85,0.091,0.103,111.602,310093,4,44.5118,13,0,10s,39351
"Maiysha - Live at Festival Hall, Osaka, Japan (1st Show) - February 1975",Miles Davis,spotify:track:57RmPSazWSE7662Kixf0zr,0.341,0.365,2,-17.313,1,0.0572,0.133,0.31,0.132,0.242,168.088,739960,4,43.24628,25,0,70s,11725
Mmm Mmm Mmm Mmm,Crash Test Dummies,spotify:track:76nvqWPFucUra1xCkN1tnD,0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,235173,4,44.44677,10,1,90s,24484
Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,spotify:track:2kNtAwWATYkqV3CdT20RV0,0.58,0.817,4,-5.009,1,0.214,0.00163,0.0,0.118,0.238,89.008,327667,4,22.13699,13,1,00s,33042
Select Society,Claude Bolling,spotify:track:4jLwzVMGDXmSowN8lM6olC,0.663,0.326,5,-13.722,0,0.0797,0.815,0.734,0.142,0.657,115.792,181240,4,27.03128,9,0,70s,14150
How Do You Sleep At Night,Wade Hayes,spotify:track:5j6njwjrYgV7sCN8yKl1bF,0.709,0.685,6,-6.639,0,0.0251,0.00628,0.000453,0.141,0.465,123.997,205800,4,43.06447,9,1,90s,24879
You Made Me Believe In Magic,Bay City Rollers,spotify:track:5Yr45BUmrLVoHjFgPBXx9y,0.64,0.857,0,-7.09,0,0.0634,0.0999,0.0,0.4,0.887,126.39,162507,4,54.61355,7,1,70s,14966
La mésange - Remasterisé en 2016,Françoise Hardy,spotify:track:6vP6lo7mL0hZlkJdpdKVLz,0.302,0.398,0,-9.421,1,0.0295,0.836,0.00829,0.0903,0.127,92.85,136827,4,37.13081,6,0,60s,2078
Runaway Rita,Leif Garrett,spotify:track:40nmiiOO6KT87CwLYwPkBh,0.628,0.693,2,-11.236,1,0.0301,0.0562,0.00502,0.186,0.822,125.349,169533,4,35.05368,9,1,80s,17159
Der Garten Sandosa im Morgentau,Amon Düül,spotify:track:4F3x4kBahVvIqvWwXSsMtn,0.322,0.153,2,-26.633,0,0.0348,0.664,0.68,0.38,0.32,112.227,486840,4,81.32678,15,0,60s,3150
Seven Nation Army,The White Stripes,spotify:track:7i6r9KotUPQg3ozKKgEPIN,0.737,0.463,0,-7.828,1,0.0792,0.00817,0.447,0.255,0.324,123.881,231733,4,48.06185,9,1,00s,34037
Quero Me Casar Contigo - Versão remasterizada,Roberto Carlos,spotify:track:4vWvj2NSpP9HzdOq9XX2Vj,0.478,0.364,7,-10.618,1,0.118,0.43,0.000189,0.365,0.963,205.295,146813,4,26.47451,9,0,60s,8328
Romero Verde,Lole Y Manuel,spotify:track:1bCjoMSU5P5FbT2jfsZoI7,0.768,0.654,1,-13.577,1,0.0527,0.219,0.0448,0.349,0.92,120.596,186773,3,30.9209,8,0,70s,13504
I Can Never Go Home Anymore,The Shangri-Las,spotify:track:6Dmrx1BOxZXTc2p3W8ezTh,0.527,0.354,11,-12.386,0,0.0397,0.627,0.0,0.283,0.164,96.022,192907,4,55.88228,9,1,60s,7664
¿Hasta Cuando?,Beatriz Adriana,spotify:track:1lQbMmx22ZRWGDYT9iYnqW,0.633,0.481,4,-5.835,0,0.0245,0.195,0.000778,0.349,0.57,106.841,202240,4,62.33548,8,0,80s,16753
Dusic,Brick,spotify:track:7hi5GRxH2mqIWMUMF3lFmX,0.803,0.911,2,-6.045,1,0.036,0.0512,0.736,0.0862,0.951,110.406,341400,4,74.51096,12,1,70s,9933
Too Hot,Coolio,spotify:track:3YudkhBvFZDDcZF8nNtnc5,0.845,0.407,7,-14.983,1,0.203,0.089,0.00985,0.222,0.576,102.598,218933,4,31.92883,9,1,90s,27170
ATM,J. Cole,spotify:track:2UciqgwVDwro0fev3MFbxJ,0.719,0.497,8,-7.661,1,0.681,0.115,0.0,0.0898,0.345,81.651,216727,4,36.33591,9,1,10s,36127
Mi Ritmo Es Bueno,Bobby Valentin,spotify:track:5hSGXZRFbpKLbxyBXRKoye,0.552,0.635,9,-9.848,0,0.081,0.705,0.000187,0.108,0.851,96.416,346307,4,29.23262,17,0,70s,13550
What You See Is What You Get,Brenda K. Starr,spotify:track:24evA71Fq0cHhjinJAzEHI,0.727,0.867,11,-9.087,0,0.0374,0.0995,0.000606,0.189,0.961,124.229,319253,4,71.71251,13,1,80s,19145
Valse a Pop,BeauSoleil,spotify:track:58Q4sVXSUPWF9dJ1ArIlp9,0.534,0.651,0,-9.019,1,0.0361,0.311,0.0,0.367,0.96,160.576,205973,3,53.2252,10,0,90s,23787
Cry To Me,Solomon Burke,spotify:track:1tYk5zABu6h8CMP1cSea56,0.733,0.624,4,-9.849,1,0.0374,0.623,0.0,0.407,0.912,114.584,154907,4,61.27749,7,1,60s,2841
Inside Love (so Personal),George Benson,spotify:track:606ZvsQpqA9IfrbSh8wgz6,0.824,0.562,7,-12.075,1,0.0469,0.0738,1.18e-05,0.113,0.958,117.966,254107,4,17.34497,11,1,80s,19872
Siffler sur la colline,Joe Dassin,spotify:track:3gvUS6JaXzbXNihHQlRWBW,0.664,0.563,2,-6.021,0,0.0376,0.0527,0.0,0.113,0.622,107.038,157573,4,51.78967,8,0,60s,6961
Wake Up (Next To You),Graham Parker & The Shot,spotify:track:18TicczroPMkAj88BcEVSF,0.669,0.477,9,-13.49,1,0.0276,0.411,0.000134,0.133,0.691,105.54,314000,4,49.78721,12,1,80s,22913
Cool Love,Pablo Cruise,spotify:track:4f3J8zrr85LAVUhzZ3llYP,0.63,0.401,6,-15.436,1,0.028,0.237,0.000193,0.142,0.377,107.082,233360,3,51.70396,9,1,80s,19972
Sheep May Safely Graze,Johann Sebastian Bach,spotify:track:7wEql4SrP9nL5U4zxmcrVM,0.494,0.016,10,-32.307,1,0.0426,0.995,0.922,0.136,0.118,98.224,295840,4,42.53287,13,0,00s,33414
Night And Day,Raymond Scott,spotify:track:7hflY8LpoAi4bUF7hBOWSX,0.486,0.288,6,-24.74,1,0.0726,0.88,0.965,0.111,0.976,189.646,105027,3,40.35449,6,0,00s,33587
The Roaming Beast,David Lindup,spotify:track:0v2AfFE1oRVuQuYrV7H4b5,0.292,0.011,11,-24.813,1,0.048,0.902,0.747,0.147,0.49,124.765,79092,1,27.99536,5,0,60s,1989
Tonight Is The Night,Outasight,spotify:track:0tr0D36L1RwPdUTFfyNq37,0.625,0.786,7,-3.814,1,0.0465,0.0343,1.05e-06,0.202,0.537,119.982,190000,4,62.53816,5,1,10s,36824
Powder Blue Mercedes Queen,The Raiders,spotify:track:3rnFnTwqmFey0A8Fc5dZLc,0.533,0.738,11,-11.286,1,0.0404,0.0847,0.000147,0.327,0.935,146.979,184960,4,46.51134,8,1,70s,15258
Kiss The Rain,Yiruma,spotify:track:40BHvbyw4UeadzkzaVpcbD,0.559,0.0519,8,-22.616,1,0.0423,0.99,0.905,0.117,0.182,132.694,260653,4,19.74852,13,0,00s,33930
Midnight a Go-Go,Beat Happening,spotify:track:0lfGNCvv0uuLvJmfWUCcJD,0.508,0.995,11,-6.153,0,0.0523,0.404,0.866,0.286,0.507,144.763,138467,4,37.66911,6,0,80s,20470
Dance With Me,Debelah Morgan,spotify:track:1C2Q3AymKS17bw7T5gfq6p,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,220107,4,36.68908,13,1,00s,31055
Long Time,Boston,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,0.436,0.657,5,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640,4,30.12577,18,1,70s,14304
This & That,Michael Penn,spotify:track:0hiMfefSLhzCs2tujQG28n,0.713,0.555,0,-11.779,1,0.0524,0.00708,0.00219,0.0495,0.944,112.343,211400,4,24.93351,11,1,90s,28385
Seems Like I Gotta Do Wrong,The Whispers,spotify:track:4TwJgeLZ2cFmx8WqFdOEsH,0.389,0.405,0,-6.23,1,0.026,0.29,0.00031,0.107,0.213,83.632,168166,4,52.24459,9,1,70s,16041
Blue Tacoma,Russell Dickerson,spotify:track:2oPCR02nduYVpj7CTfsA0d,0.455,0.897,9,-4.879,1,0.0403,0.0183,0.0,0.174,0.728,160.139,212067,4,77.51629,5,1,10s,35849
Notations: 10. Mécanique er très sec,Pierre Boulez,spotify:track:3YeRigGBnVtSeVFt2V4Z1f,0.632,0.352,7,-22.537,1,0.0767,0.953,0.753,0.0795,0.612,93.485,19533,4,0.0,2,0,90s,26084
Rock ‘n’ Roll,Candlemass,spotify:track:4Dr1wORKnYcmAy22sW42XQ,0.323,0.986,10,-3.023,0,0.0967,5.25e-06,0.79,0.0881,0.0757,118.939,142613,4,95.91065,4,0,90s,24728
Walking In My Shoes,Depeche Mode,spotify:track:0VokHXtSNOpnlMWDMT9kPD,0.535,0.702,2,-9.804,0,0.0294,0.0888,8.54e-06,0.302,0.483,93.083,326107,4,31.14497,13,1,90s,25988
Henè Ma Tov - Live,Harry Belafonte,spotify:track:4Alg8hjjXVBBv5RhvHCFpQ,0.401,0.26,5,-13.411,1,0.125,0.879,0.0,0.695,0.398,167.662,238776,3,21.97454,10,0,60s,3024
Gun Control,D.R.I.,spotify:track:3Vj8gzibVVIwP57mTbMF0c,0.392,0.877,11,-11.708,0,0.058,0.000133,0.00375,0.454,0.284,89.5,298840,4,36.46595,16,0,80s,16786
Metal Malóka,Claustrofobia,spotify:track:0AlAxvaKdHWV30i4dZ24wK,0.214,0.998,4,-1.78,0,0.322,0.227,7.33e-06,0.342,0.055,74.602,212400,4,88.27606,7,0,10s,37165
Wang Dang Doodle,The Pointer Sisters,spotify:track:0RreVXhAVGCTTjppxFMFvb,0.477,0.905,5,-10.363,1,0.149,0.0524,0.689,0.179,0.709,157.083,447667,4,34.60255,21,1,70s,10241
Understanding,Xscape,spotify:track:4yKbbM56fLCxwR5CTH6QkP,0.7,0.465,7,-10.43,1,0.0562,0.36,0.000157,0.143,0.306,137.823,340962,4,62.84518,13,1,90s,26475
On my Mind,Fallen,spotify:track:4KisNJUJE6vQw82hGhehCj,0.367,0.943,6,-5.04,1,0.0982,0.0029,0.092,0.156,0.249,129.046,240973,4,28.81161,13,0,00s,32838
Mother Nature,The Temptations,spotify:track:0y0f8EUAUpzjRIvbRNgfXQ,0.584,0.245,2,-16.164,0,0.0284,0.811,0.107,0.147,0.479,84.009,188960,4,29.1675,10,1,70s,15380
In The Driver's Seat,John Schneider,spotify:track:6jJi8OXF5qaFdysB6sjWIT,0.642,0.889,2,-5.62,0,0.0494,0.375,0.0,0.18,0.764,163.351,162293,4,33.62053,7,1,80s,16413
Kingdom,Kickback,spotify:track:1RbCsofGtNidlcI32X2Q8Z,0.419,0.926,6,-6.625,0,0.0715,8.1e-06,0.00145,0.0617,0.434,95.26,193933,4,23.2959,9,0,90s,23549
One More Heartache,Marvin Gaye,spotify:track:2UcQMMM1fJl2iAsJZzn5VD,0.512,0.616,9,-12.14,1,0.0347,0.239,0.0,0.2,0.92,82.833,160293,4,33.4422,8,1,60s,1845
